text	label
就是你那四格爛漫畫認識的，不然咧	Non-offensive
阿銘最近是怎樣笑話哏齊發耶你	Non-offensive
唯一支持韓總	Non-offensive
有隊搵咗兩個人妖又真係幾出位	Non-offensive
跟我比起來，你那是啥鳥	Non-offensive
詹傑宇太扯	Non-offensive
踢歐歪力的在哪	Non-offensive
會獵食同類還是讓他滅絕好了	Non-offensive
廖沛欣就是你本人	Non-offensive
好撚痴線	Non-offensive
李鴻辰怎感覺很好看小櫻好正	Non-offensive
浩哥出擊只為拿錢	Non-offensive
中天不意外啊	Non-offensive
只剩一張帥臉	Non-offensive
虎虎才會做的事情	Non-offensive
黃新棋還敢下來啊	Non-offensive
黃沛禎白白不來當古人嗎	Non-offensive
林爸爸，你很棒	Non-offensive
吿他到時候辦個憨粉謝罪演唱會	Non-offensive
阿個女星給美	Non-offensive
帥啊尤其是殺蟑螂的時候	Non-offensive
劉濤你被賣掉了	Non-offensive
無恥度激怒你，再說你失態	Non-offensive
拜讀完了謝謝你，加油	Non-offensive
核唔核突啲呀你戴返好個口罩算啦你	Non-offensive
黎芃欣直接存爆不用理由	Non-offensive
傑生陳腰呢	Non-offensive
那流量超級誇張，天涯下次應該還會再找這兩位	Non-offensive
個獸醫有料，隻馬心口肌肉痛都知	Non-offensive
先生請先辦黨証	Non-offensive
吳俊億詹嘉閔畢旅你們就知道了	Non-offensive
唔該哩個時候唔好消費人地啦	Non-offensive
真好命，一天到晚都有新玩具，有沒手要出清	Non-offensive
妳超棒的	Non-offensive
要不要跟我男朋友認識一下，你們都有相同的，腦袋	Non-offensive
蕭孟孟最後好像你	Non-offensive
蝦米是破麻	Non-offensive
溫暖的娘娘	Non-offensive
娘娘說得真好	Non-offensive
靠北我們同個道場那邊笑歪	Non-offensive
電競不死鳥好啦改名啦	Non-offensive
警察哪有說注意他很久	Non-offensive
鄭常人太狠了為了支持以後只吃勝王	Non-offensive
阿啾永遠那麼寵學長	Non-offensive
對咱阿輝比較有興趣，至於外縣市沒興趣	Non-offensive
哇，美喔	Non-offensive
婊姐請刻	Non-offensive
蔡傑諺乾這些能用什麼看	Non-offensive
年月日的血ㄉㄜ	Non-offensive
祝妳平安順產	Non-offensive
我們一起找個賣豬肉的	Non-offensive
這沒看過你人生可以從來了	Non-offensive
毀人一生該判無期徒刑相抵	Non-offensive
好多好心人	Non-offensive
攞樽仔難過中六合彩，當然跌	Non-offensive
這邊也有一個說自己年年考第一	Non-offensive
氣不完的啦	Non-offensive
莉倢古人復活啦	Non-offensive
息怒息怒，這是秀才遇到兵，有理說不清	Non-offensive
還好你結婚了不然還可以說你禍源甲	Non-offensive
可能他需要大師兄的幫助啦要你關注他一下	Non-offensive
最後那位好像夢遊	Non-offensive
御表姐淋鎂豬不就是嗎	Non-offensive
人帥心善	Non-offensive
謝謝那些有錢出錢的朋友們幫助這些辛苦的弱勢朋友	Non-offensive
哇怪別人耶	Non-offensive
加油這種新聞要多報	Non-offensive
翰林不意外	Non-offensive
等等不要因為這樣就殺啦	Non-offensive
幫罪犯護駕	Non-offensive
原來你會畫男ㄉ	Non-offensive
好像沒啥韓ㄈㄣ出來酸了	Non-offensive
徐誠逵快去應徵	Non-offensive
國文兄生日快樂執行長幫忙的排水問題雖然還未完成預祝他初選過關	Non-offensive
小編一定是旗手	Non-offensive
肋排這個跟一樣厲害	Non-offensive
炭烤乳豬	Non-offensive
陳淵機會來了	Non-offensive
林奕江石怡柔現在幾點	Non-offensive
難道不帥嗎	Non-offensive
不用理那些制杖拉	Non-offensive
呢啲就係人情味的港人港事高質報導囉好過報導那些富家底的尋人記	Non-offensive
沒辦法啊以刀大的智商當然是小菜一碟但人家要拖戲嘛	Non-offensive
自己先去找有辦事的那種壇找師傅就可以辭祖嘍	Non-offensive
李煬雲唉唉	Non-offensive
白目最高境界	Non-offensive
支那人就是支那人苔哥咪啊	Non-offensive
你大意了沒有閃	Non-offensive
妳是不是可以挑戰一下	Non-offensive
他需要真正囂張的聲音	Non-offensive
當然要譴責畜生幹不了這麼多的壞事	Non-offensive
髒話飆出去傳票進的來滅火器發大財	Non-offensive
他就是這樣才會被中華民國記恨到死	Non-offensive
那為什麼要結婚	Non-offensive
八低跳起來	Non-offensive
佢係咪想講弱智都可以贏藍色呀	Non-offensive
不錯，背後是不是收了五箱鈔票	Non-offensive
毛最撚鍾意嫁啦	Non-offensive
讚啦番仔火凍蒜	Non-offensive
林倖妃林倖如	Non-offensive
恭喜焦糖哥哥￼￼笑低能含粉永遠進不了中山大學啦哈哈哈	Non-offensive
對這位人物真的好失望	Non-offensive
阿，國家終於有個重要嘅任務交俾你喇	Non-offensive
許象安極靈幫董神復活啦	Non-offensive
吐洋吐來益某	Non-offensive
因為很重要所以要說三次	Non-offensive
可能不吸毒就寫不出歌了吧還以為是真才子	Non-offensive
那你知道福那邊有一個笑臉ㄇ	Non-offensive
我養妳呀	Non-offensive
以後歲就能結婚了，納稅人要多加油了，會生卻不教養的一堆	Non-offensive
一碼歸一馬然後呢你神麼時候檢討黃國昌了跟她助理態度	Non-offensive
學長太可愛了吧	Non-offensive
我看到兩個都是英粉	Non-offensive
歲的妳為歲的妳勇敢而戰，祝福放下後重生的妳	Non-offensive
蠢到秀下限	Non-offensive
陳志遠好大哦	Non-offensive
來對決吧	Non-offensive
加油感謝你的付出	Non-offensive
是在挖坑嗎	Non-offensive
好棒毆有機會一展神射了	Non-offensive
高手果然不同凡響	Non-offensive
香港果嗰左膠戰地記者已出咗	Non-offensive
劉澤你學弟	Non-offensive
臺銘那鳥樣能取大美女，妳說靠的是什麼	Non-offensive
附中不好嗎以後就知道能認識妹子才是真的	Non-offensive
大家快點拒吃勝王啊，他們才會檢討	Non-offensive
戒掉大麻在去把	Non-offensive
帥啊下班看ㄉ影片都會很開心	Non-offensive
根本不用理他	Non-offensive
媽媽有夠酷	Non-offensive
只記得他貪汙	Non-offensive
桃園歡迎您	Non-offensive
你到底收了多少代言費，因為表姐一介紹完就默默去點來看了	Non-offensive
哈哈哈柳醫師	Non-offensive
王果敢亡的是中華民國臺灣人在鬼叫什麼	Non-offensive
偶爾需要看一看檢查翔翔看的	Non-offensive
中國人打完假疫苗沒死再來討論打仗吧	Non-offensive
醫生就有幾個很有名的過勞死	Non-offensive
婊姐誤會大了餒	Non-offensive
，爸爸會亂掛電話	Non-offensive
幸福的肥	Non-offensive
爛泥扶不上壁阿	Non-offensive
希望可以趕快算出來自己建國幾年生	Non-offensive
婊姐是不是不認識李政宰啊	Non-offensive
然後同呢永遠都話冇問題	Non-offensive
羅政信郭喔	Non-offensive
伍冠霖你	Non-offensive
那些人就是見不得別人好硬要挑你毛病，別太介意，人紅是非多	Non-offensive
玩貓咪直播的政治人物不就是你自己嗎	Non-offensive
志在必行	Non-offensive
你威脅別人只要在臺灣就弄死他誰才霸凌啦幹	Non-offensive
要在屁一點	Non-offensive
毛玉老師識貨喔	Non-offensive
廖晨祐好可愛	Non-offensive
水啦偶像	Non-offensive
繼續支持你畫的ㄋㄟㄋㄟ	Non-offensive
我傻眼了這智商，高啊	Non-offensive
小強又出來獻醜	Non-offensive
許皓幃好爽	Non-offensive
講狗怎麼了嗎嘖嘖送張白眼給他	Non-offensive
可以罵別人冷凍小丑不能讓別人罵是的狗還敢自稱公道伯	Non-offensive
好友就是有求必應啦	Non-offensive
這根本是你ㄚ	Non-offensive
他一直股票來股票去他以為他巴菲特唷	Non-offensive
中左那格不是琦玉嗎	Non-offensive
施芳琳你看看這個	Non-offensive
我覺得你可能漏了跟胡瓜本人道歉不光是胡瓜粉絲	Non-offensive
你去那邊大概會電爆一堆名嘴，但還是要顧好生命安全	Non-offensive
招式名那個眼睛我以為是魔法忍者	Non-offensive
林長記得去買	Non-offensive
キキタヌキ	Non-offensive
莊雯到底為什麼晚上缺牛奶	Non-offensive
因為有錢啊，這什麼糞標題	Non-offensive
最近因為您的言論讓我支持您	Non-offensive
芯芯那個臉就是你到底在公三小	Non-offensive
早安吉祥	Non-offensive
這個粉專各種硬要蹭	Non-offensive
加油臺灣需要你	Non-offensive
還好你回來了	Non-offensive
老公真的是陪妳跑陪跑當熱身	Non-offensive
陳柔柔太荒謬了快準備帶大叔去看	Non-offensive
本來就一大堆	Non-offensive
支持妳馬上報名去參加解救烏克蘭	Non-offensive
等到他哪人隨身攜帶刀子上街一切就來不及了	Non-offensive
光詐騙還老大級人物就覺得是為民除害了	Non-offensive
思宇有王牌欸笑死	Non-offensive
笑死佬到被人騷擾	Non-offensive
鬼話胡扯一堆	Non-offensive
介紹佢去長隆	Non-offensive
‼欠錢還說人壞話	Non-offensive
自慘自銷	Non-offensive
你也名嘴之一呀你是甚麼比都清楚還要說嗎	Non-offensive
就是一個挑糞的	Non-offensive
不是疑似，確實是他但又怎樣	Non-offensive
高董事長加油，菌禽趕快下層地獄吧	Non-offensive
血肉在禮拜五靠夭勒	Non-offensive
妳不知道的事：妳腦公有偷練啦	Non-offensive
高雄人謝謝你	Non-offensive
吳秉軒跟你一樣	Non-offensive
上蒂叫佢去咑劫	Non-offensive
郭哲睿對發票吧你	Non-offensive
試音靈ゆかり	Non-offensive
好好笑喔你好棒喔一凹再凹大港你贏	Non-offensive
要送發條才行啊	Non-offensive
些牙計唔計	Non-offensive
結果是假的你預言家喔	Non-offensive
要同公司交代就不能不報了	Non-offensive
靠我竟然嫩真把文看完	Non-offensive
要多貼這些人出來啊，不然要去那出征	Non-offensive
贊，很多時候親生的兒子都不會照顧回親父母	Non-offensive
大部分都是霸社吃瓜仔吧	Non-offensive
小佛很氣	Non-offensive
其實真相是	Non-offensive
'你能這樣子嗎	Non-offensive
桃園人都很讚的	Non-offensive
睇香港特首就明	Non-offensive
他是神，好偉大	Non-offensive
路人其實不簡單啦人家好歹也是影帝	Non-offensive
真的很喜歡看你很正能量	Non-offensive
你是不是經歷過一場情變	Non-offensive
這個伯伯非常有愛以後福報非常大太感動了	Non-offensive
那就終身監禁	Non-offensive
你可以拜這尊	Non-offensive
應該畜牧業的都差不多	Non-offensive
還是隻能做中共好打，還是美國好打的啦別提是高雄人卸死卸將	Non-offensive
把她投繪心炎上保證以後不敢	Non-offensive
一定要老師	Non-offensive
那沒臉沒胸沒聲音該怎麼辦嚴肅臉	Non-offensive
中夭不意外	Non-offensive
黃元顥林辰好舒壓尤其是韓粉社會底層	Non-offensive
正是愚昧的城市	Non-offensive
鄒明軒伍告派	Non-offensive
某報有夠爛	Non-offensive
你去擋子彈啦講句野就拎光環跟本幫唔到佢地手	Non-offensive
什麼時候跟他真人	Non-offensive
娘娘你霸凌的繞口令好厲害	Non-offensive
你是誰我是欣賞您的智慧與美麗，媽媽且歐巴桑級的粉絲哈	Non-offensive
這年輕人不錯	Non-offensive
在此鄭重要求，把阿公做成正式單曲發行	Non-offensive
仲係咁瘦	Non-offensive
轟龍啊啊啊啊讓我上	Non-offensive
娘娘很棒的，加油	Non-offensive
捉龍蝦局長吾浦頭	Non-offensive
你這假新聞鬼才信我只相信範姐的新聞報導	Non-offensive
草怎麼重發	Non-offensive
竟然有熊幹	Non-offensive
他真的叫王霸道哦很特別欸	Non-offensive
有點好奇他有沒有碰過日本的道上兄弟	Non-offensive
真厲害衝景一姐	Non-offensive
好啦下一個，是要吵幾次	Non-offensive
放閃歸剛欸	Non-offensive
黃蓓蓓好愛聽他講去死	Non-offensive
好心疼她	Non-offensive
可望入圍本月作文比賽前三名	Non-offensive
是想哪一邊呢	Non-offensive
吳曉青白目寶寶出現	Non-offensive
夜光閃亮亮復仇鬼以前留言居然能有這麼多讚	Non-offensive
你也快下崗來	Non-offensive
所以離了嗎	Non-offensive
堂哥生日快樂	Non-offensive
恭喜&面面一定會健健康康成長	Non-offensive
全臺灣都限速就不會死人啦打給共厚毋厚	Non-offensive
這畫工越來越猛	Non-offensive
蘿安要不要去報名	Non-offensive
這片名叫什麼	Non-offensive
的是雞掰的	Non-offensive
好傢伙智商沒個二百五問不出這種問題啊	Non-offensive
佢會唔會咁蠢唔知有	Non-offensive
死讀書不會運用	Non-offensive
恨入骨看	Non-offensive
有神快拜	Non-offensive
貢獻一下自己的	Non-offensive
等惹到山口組再考慮追蹤他	Non-offensive
華國人才是真正的怪物	Non-offensive
什麼張無忌要出發去大都了	Non-offensive
兩津勘吉	Non-offensive
韓瀠哈哈哈哈他好可愛	Non-offensive
趴還想靠北三小	Non-offensive
欣賞的漂亮．好美的形象	Non-offensive
在站上看過誰抄誰啊	Non-offensive
堅哥原來新竹米粉是綠色的	Non-offensive
我能想到的只有你每次不到人就選你那種心情哈哈哈	Non-offensive
黑貓控必須支持	Non-offensive
髒的臭的，是那些歧視的	Non-offensive
奶奶好好休養	Non-offensive
你咯，因為太美了	Non-offensive
號就請你們手下留情高抬貴手	Non-offensive
好明顯係媽咪唔抵得你靚女，專登醜化你	Non-offensive
監禁他一輩子他大概會比死還難過	Non-offensive
柴犬的日常	Non-offensive
因為這個	Non-offensive
窩們殼以吧	Non-offensive
處處留情的情人有的未成年還是亂終棄	Non-offensive
我是吉粉	Non-offensive
支持黃肇輝唯一支持黃肇輝	Non-offensive
黃柏舜好可怕	Non-offensive
的浪漫我真的不懂	Non-offensive
以尼個邏輯思維咁樣蛇精男咪係忠黨愛國之烈士	Non-offensive
欸所以那個軟組織什麼的講完啊	Non-offensive
中夭正常能量釋放大家真的不要太大驚小怪了	Non-offensive
呢種人就是自戀而已	Non-offensive
未看先猜會唱來個蹦蹦	Non-offensive
您真的太棒了	Non-offensive
媽的我忠言直諫還鎖我留言	Non-offensive
被噴到消失臺北暴徒就是這麼爆	Non-offensive
吳思頡啊童介紹給你看	Non-offensive
舉黑旗有什麼了不起有種就把人民真的打死讓他們下去領黑令旗	Non-offensive
到底看了三小	Non-offensive
謝謝有您們金牌愛心特務	Non-offensive
萬人騎白兔	Non-offensive
看著留言腦粉一言一行曰盲	Non-offensive
無感婊姐腦波太弱了	Non-offensive
黃琳你看留言	Non-offensive
說的都是智慧	Non-offensive
陳捲去聽哈哈哈	Non-offensive
兒子也可以送給你嗎	Non-offensive
塔綠斑頭頭當然是唬爛王	Non-offensive
那你幹嘛嫁	Non-offensive
克里米亞係俾人換血	Non-offensive
你有種來美國找我，我讓你吸個爽	Non-offensive
你要貼這張阿	Non-offensive
吳柏勳三市長好了	Non-offensive
呱吉鼻要哭來吃顆葡萄牙的桃子消消氣好嗎	Non-offensive
巨鎚瑞斯開墮	Non-offensive
很有行政能力市長又帥又會做事，外表與能力兼具	Non-offensive
哭阿逼逼逼	Non-offensive
嗚嗚嗚嗚	Non-offensive
孟孟要注意	Non-offensive
怎麼會永遠死身為老司機怕	Non-offensive
就需要滅火一下	Non-offensive
恭喜國家級葛格這段真的勵志	Non-offensive
師傅真強	Non-offensive
許芯瑜電子妓女	Non-offensive
趙天麟來選搞不好不會輸	Non-offensive
推薦大濕要被大濕揉爛	Non-offensive
那麼多寫輪眼都不會用伊邪那岐	Non-offensive
你叫誰小丑	Non-offensive
顏月月先知	Non-offensive
第一格好酸	Non-offensive
一句話送給你們老闆先學會做人再當老闆	Non-offensive
姓弱蠻少見的	Non-offensive
酸民動起來吧讓娘娘賺錢	Non-offensive
你單媽就可愛小肥豬	Non-offensive
你不回我心裡難過心無限輪迴這是人才啊哈哈哈哈	Non-offensive
不就是個拔牙的嗎有啥好奇怪的呢	Non-offensive
くら阿這	Non-offensive
阿悲誤食	Non-offensive
王豐把拔	Non-offensive
抱怨被貼柯粉柯黑標籤，所以反過來貼臺派標籤是怎	Non-offensive
愛妳的人更多	Non-offensive
這才是真正的榮譽決鬥者	Non-offensive
第九季哈哈記得傻傻的	Non-offensive
蔡地鼠蔡琇如	Non-offensive
何東林走囉	Non-offensive
林先生你是一位偉大父親辛苦你了，祝你健康平安	Non-offensive
好好喔杜卡迪	Non-offensive
劉嘉衛劉御聖快看著篇留言	Non-offensive
蚊子你在噴什麼啦	Non-offensive
樑啟智你收皮啦講幾句嘢當抗爭	Non-offensive
全世界最強大ㄉ女總統加油喔	Non-offensive
巨捶瑞斯	Non-offensive
你這皇帝病還挺難治	Non-offensive
黑奴之後緊接就是內戰了，這白痴是在這樣不怕丟官肯定是背景硬	Non-offensive
伊邪乜乜吾識用	Non-offensive
全部命中哈	Non-offensive
那些身體沒有殘缺好手好腳的人應該要省思	Non-offensive
國民黨有你們這群熱血青年看見希望加油	Non-offensive
喔，是喔，ㄏㄏ	Non-offensive
行的正開大門走大路然後要把人弄死不管老婆小孩在不在	Non-offensive
啊不就好棒棒	Non-offensive
他最近是不是卡到陰	Non-offensive
楊志遠哥哥搬去哪	Non-offensive
美女真漂亮	Non-offensive
屁承攬人那個也太酷了	Non-offensive
吳於沁二助好帥	Non-offensive
可以看看老川如何治那些左派媒體	Non-offensive
任廷真的好可愛	Non-offensive
通篇廢話又要引誘人去你實況增加流量可憐哪	Non-offensive
這才是讓他早點休息回家趕工方法，錢就是要花在他身上阿	Non-offensive
統粉追的是歲的咭咭三比靈不是現在這隻自大的白痴賴皮朱	Non-offensive
欠萬還了嘛	Non-offensive
恭喜明志吉宅代代相傳代代興	Non-offensive
加油，我一定投你，並幫你拉票	Non-offensive
加油市長大家都有眼睛的	Non-offensive
三顧茅廬為了表示對諸葛亮的尊敬封你為太賤	Non-offensive
過一萬惹	Non-offensive
真香的狐狸	Non-offensive
當作這個男人死了	Non-offensive
許宸瑋快回來對發票	Non-offensive
百豪之術用下去虐爆他	Non-offensive
來對對發票吧到底是哪招啦笑噴	Non-offensive
小丑竟是我自己	Non-offensive
專家笑死人的專家	Non-offensive
毛線啦，還朕嘞	Non-offensive
挖槽，我竟然把這三小看完了	Non-offensive
芋頭粥才	Non-offensive
好偉大的爸爸	Non-offensive
希望老伯趕的出貨量因為臺灣人是很有愛心的	Non-offensive
張這麼大你幾歲	Non-offensive
下午好真的辛苦你唷	Non-offensive
蔡善祥全世界你最	Non-offensive
這爸可以去坐牢了	Non-offensive
你是個眼睛不太好的朋友喔	Non-offensive
珊仔李永	Non-offensive
他是釣魚還是認真的	Non-offensive
開個的專頁作後備吧	Non-offensive
最賭爛這種說錯話都不會道歉的人	Non-offensive
何須多想公里走起來	Non-offensive
娜娜奇黨人退散當然要幹黎明	Non-offensive
張哲銘哥哥你有看到幫我買我再給你錢	Non-offensive
最欣賞你做自己	Non-offensive
黑貓老師讚讚	Non-offensive
陳佳妤再打錯字啊	Non-offensive
有凹鬥咖	Non-offensive
唔肯翻牆嘅就由得佢啦，冇得救架啦	Non-offensive
一直跳針	Non-offensive
秀德欠走	Non-offensive
人帥找你回來人醜讓妳掰掰	Non-offensive
威翔王大家都不演了	Non-offensive
不爽不要畫啊又沒人勉強你畫	Non-offensive
郭宇軒要不要來玩天涯明月	Non-offensive
馮銓坤看一下	Non-offensive
這對仇人都沒這麼狠吧	Non-offensive
她男友是不是有黑色衝動	Non-offensive
嚴心儀郭ㄛ	Non-offensive
考那小孩現在應該很後悔	Non-offensive
辛苦的阿明、對於弱智有很深的感受、加油	Non-offensive
男神誒誒	Non-offensive
該死的為什麼要說建國基金是貪汙所得下去領五百	Non-offensive
錢還是要來幫助有真正認真做生意的阿明伯	Non-offensive
無與倫比的自信價值連城的北農都能寫成小說了好嗎	Non-offensive
警察都唔係卡通片入面個咁	Non-offensive
還有錢買高級防毒面具的異士呵呵大笑	Non-offensive
兄弟也真的是很狠心欸都不聯絡	Non-offensive
西寧幹得好	Non-offensive
玉後好美	Non-offensive
妳們有個又帥又用心又有能力的市長恭喜了內	Non-offensive
挺哩啦幹爆那些見不得人家好的酸葡萄	Non-offensive
所以阿扁到底有沒有罪阿	Non-offensive
枉死咁多倉鼠	Non-offensive
烏龍記者，可能想要喝烏龍茶	Non-offensive
蔡雲珊來看佐助	Non-offensive
韓粉就是這感受吧	Non-offensive
不是妹控很好	Non-offensive
哪裡厲害嗎	Non-offensive
人哋係攞住支真槍去打杖，你只係喺屋企拎住碌鳩打飛機，算吧啦你	Non-offensive
名副其實豬隊友	Non-offensive
這些中常委有領錢	Non-offensive
所以你也是幫凶因為你冷眼旁觀	Non-offensive
林俊賢真的	Non-offensive
都給軟釘子碰了還不知道意思在那邊自顧自的一往情深	Non-offensive
阿賢不要哭	Non-offensive
中共自我毀滅謝謝詛刻薄來封我啊	Non-offensive
他真的是女人嗎	Non-offensive
好有善心的人	Non-offensive
可以去做搞笑天后了	Non-offensive
牛頓同學你可以報警處理	Non-offensive
快逃啊柯黑們要殺過來了	Non-offensive
麻煩死了再爆出來	Non-offensive
我來這裡打我的臉的當年真的看走眼興風作浪又不同調	Non-offensive
大嬸小心囉	Non-offensive
這失眠的黑眼圈	Non-offensive
給朕滾的遠遠的	Non-offensive
笑死無郎	Non-offensive
曾盛賢凶	Non-offensive
你很厲害、很棒加油	Non-offensive
有虹姐真好	Non-offensive
加油，偉大的父親	Non-offensive
他是會讀書的韓國瑜，賤嘴程度一模一樣	Non-offensive
你很棒，喜歡你有話直說，不做作，棒	Non-offensive
葉育翔範菊妹	Non-offensive
讚啊抵制	Non-offensive
生日快樂，國文兄	Non-offensive
洪珒洺荷包君還好嗎	Non-offensive
一定會平安順利的	Non-offensive
可能都是你我身邊的人	Non-offensive
跟鐵棒一樣這不是靠北老公什麼時候創了炫耀老公	Non-offensive
不偷不強這樣的人直的被關懷	Non-offensive
你很帥啊	Non-offensive
正一刀修羅	Non-offensive
欸真的噎	Non-offensive
王家茵是怎樣哈哈哈	Non-offensive
小丑都不要被我抓到破口一定往死裡打	Non-offensive
餘品心你看留言	Non-offensive
善政快出來護駕	Non-offensive
哥那時候我沒中，再來一次	Non-offensive
要不是確認他是不是白痴跟我沒有確認利益不然早就	Non-offensive
超蠢，結果是文盲柯粉	Non-offensive
皇上您終於瘋了嗎	Non-offensive
有駕照跟沒駕照，照樣騎車開車逆向給你看	Non-offensive
餘冠儒學霸	Non-offensive
應該碎一地才是	Non-offensive
老師同學好	Non-offensive
你的結尾兩句好療癒	Non-offensive
不要掉捐掉啊	Non-offensive
是反串吧不然這智商我真的會很同情	Non-offensive
你頭上是什麼喇牙嗎	Non-offensive
◕◕：怪我囉	Non-offensive
裸藝社好看阿	Non-offensive
高國華楊智凱這個屌	Non-offensive
自求多福吧	Non-offensive
你好像很喜歡	Non-offensive
貪汙不用關，他最屌	Non-offensive
這個是你男朋友	Non-offensive
一秒個什麼已經過了很多秒了啊	Non-offensive
個案子認真玩幾個	Non-offensive
謝謝你啦柴柴我今天一大笑了	Non-offensive
希望上有阿公可以聽	Non-offensive
老子在你留言區大口一吃戰斧牛排	Non-offensive
呱呱哥還是有很多裝睡的人加油	Non-offensive
狗餘才對	Non-offensive
求驗應該幫佢地驗一驗腦	Non-offensive
是木蘭宜	Non-offensive
韓大總的自棒嗎	Non-offensive
我國三看阿津看到現在準備大一了	Non-offensive
有嗎永慶的誰說的	Non-offensive
文致傑沒救ㄌ	Non-offensive
唔我錯過了什麼	Non-offensive
笑噴了祝你中獎	Non-offensive
阿她就棉被太薄啊	Non-offensive
這段一定要讓香港人看到中天罵萬上街的香港人是腦殘	Non-offensive
伍振丞努力	Non-offensive
有啊我的臉	Non-offensive
妳會被嫌醜	Non-offensive
林思翰你的性愛怪人四姨	Non-offensive
便柯黑變柯黑	Non-offensive
最後的撂撂撂，那是什麼背景音樂	Non-offensive
看到還那麼多人支持黃白所幸他們都是單身居多，基因不會傳播出去	Non-offensive
呂家誠阿鼻桑	Non-offensive
不要臉當有趣，可憐國家未來的主人翁	Non-offensive
一個字蠢	Non-offensive
情人節快樂啊，菜裡	Non-offensive
陳家浩我認識的小羅就是這種人ㄏㄏ	Non-offensive
你的車牌說明瞭一切	Non-offensive
幹幹貓超玻璃心的好可憐	Non-offensive
詹益棋阿棋	Non-offensive
吉思翰你懂我意思嗎	Non-offensive
打人的死刑的帶風向的都想要上車	Non-offensive
每次看妳發文都好療禦	Non-offensive
盛輝看一下	Non-offensive
可惡竟然拋棄地平線跑去玩這個	Non-offensive
沒看完，因為有點心酸但無論如何都要請你加油	Non-offensive
老闆好樣的	Non-offensive
北爛仔燒紙錢給他都嫌汙染空氣	Non-offensive
成立閔怕嗎	Non-offensive
我跑去追蹤了	Non-offensive
漂亮的男人	Non-offensive
萱瑜姊好漂亮	Non-offensive
但是柯粉有機會回歸正常我們要加油韓轉柯的就沒救了	Non-offensive
麻糬鄧鄧明翰根羽山丘人一樣我怎麼沒打他	Non-offensive
跪求烏龍密佈	Non-offensive
高姿穎ㄎㄧ笑	Non-offensive
員工你知道嗎	Non-offensive
廢井對罪犯的工作權誓死捍衛到底	Non-offensive
圓圓陳育群想起你說ㄉ	Non-offensive
很理性的回覆，娘娘智慧超高等的	Non-offensive
謝和絃阿扣加油永遠支持你的新歌	Non-offensive
大師兄好棒你這輩子已經積了很多福報了	Non-offensive
多多支持他，加油	Non-offensive
那去銀行借錢也免還囉	Non-offensive
那你們天天支那支那的叫怎麼算呢	Non-offensive
偉大的父親	Non-offensive
大哥辛苦了	Non-offensive
唐乙文幫一下啊	Non-offensive
遊臣硯來對發票吧	Non-offensive
吳雪瑤你	Non-offensive
陳琪龍你就是	Non-offensive
你小心點嘿：天天吃大餐：	Non-offensive
這種酬庸誰要啦	Non-offensive
她殺的不是人啊	Non-offensive
這隻所費不貲	Non-offensive
媽媽的話要聽，乖乖關版啦，媽寶	Non-offensive
莊昀諦你的	Non-offensive
黃偉幃偉我們去買吧	Non-offensive
等等所以他弟弟有穿胸罩	Non-offensive
拔了就是智者	Non-offensive
中共現在這幾所謂領導人都是文革時期沒有讀書的人	Non-offensive
同業加油啦現在網路發達這樣的人只會越來越多	Non-offensive
張哲綸尿尿的跟你好像	Non-offensive
當日你瀨拜登瀨到出哂面今日呢	Non-offensive
佢個又俾封鎖左	Non-offensive
宣宣晚上好	Non-offensive
我覺得你蠻屌的欣賞你的自信	Non-offensive
妳會嫁他除了因為錢不然我真的想不到其他原因了	Non-offensive
最賺的是天涯明月刀	Non-offensive
真心的英雄	Non-offensive
別人說的沒錯啊沒那個貴人哪來後面那麼多貴人	Non-offensive
鄭宇宏我這邊ㄉ壽司飯缺一點比目魚	Non-offensive
莊庭瑄扯	Non-offensive
陳成兒看留言扣哥好狠	Non-offensive
臺灣人支持你	Non-offensive
有情有義的中華兒女	Non-offensive
上前線未	Non-offensive
你的勇敢，真的很棒	Non-offensive
無言多此一舉	Non-offensive
坐等第一位百萬金主出爐	Non-offensive
黑柯黑韓的都被說，其實都是真實人民的心聲	Non-offensive
他把他一整季的臺詞都說完了	Non-offensive
呃有這麼慘嗎	Non-offensive
柏惟真的很棒	Non-offensive
抄襲體驗鎮魂曲	Non-offensive
呂彥葶你會去看嗎哈哈哈	Non-offensive
才子靚抽	Non-offensive
娃，阿北真的兩案一家親了，靠邊到偏掉了	Non-offensive
童名志還有寇比	Non-offensive
認真覺得是本尊	Non-offensive
倉鼠死得冤枉	Non-offensive
看到後面流眼淚了律師你好棒	Non-offensive
這小編放火了	Non-offensive
大概又是獨派左左	Non-offensive
小櫻亞美蝶就算了小孩子也亞美蝶三小	Non-offensive
冷冷就回家睡覺啊	Non-offensive
哪裡來的猴子趙若	Non-offensive
到底是乾他們屁事住海邊逆	Non-offensive
顯得佢原生家庭冷血	Non-offensive
吉下去看一下韓粉本人到底長啥樣	Non-offensive
對於這種人我只想說到底憑什麼要賣你便宜	Non-offensive
羅老大你的能量是可以包的住桃園的要帶動所有當地民代是沒問題	Non-offensive
說反ㄌㄅ	Non-offensive
何欣曈有冇睇過	Non-offensive
你真的都在整看文的人欸	Non-offensive
劉元元你家的應該放肚子	Non-offensive
陳頻快去買一隻手錶	Non-offensive
劉宇豪林恩絕地大反攻ㄌ	Non-offensive
早知道取歐卡	Non-offensive
最可愛的吉娃娃	Non-offensive
